Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:,Số Km đã đi:
Lexus LS 460L AWD - 2012, Xe cũ,1 Tỷ 490 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-ls-460l-awd-2012-5436500," *Xe nhập khẩu, màu đen, máy xăng 4.6 L, số tự động ... ",Mã: 5436500,2012.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  4.6 L,Đen,Kem,5 chỗ,4 cửa,0 Km
Mini Cooper S 5Dr - 2017, Xe cũ,1 Tỷ 199 Triệu,Hà Nội,https://bonbanh.com/xe-mini-cooper-s-5dr-2017-5243697," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động ... ",Mã: 5243697,2017.0,Xe đã dùng,Nhập khẩu,Hatchback,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa,0 Km
Ford Territory Titanium X 1.5 AT - 2024, Xe mới,879 Triệu,Hà Nội,https://bonbanh.com/xe-ford-territory-titanium-x-1.5-at-2024-5401516," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5401516,2024.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đỏ,Nhiều màu,5 chỗ,5 cửa,
Lexus LX 570 Super Sport - 2019, Xe cũ,6 Tỷ 699 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-lx-570-super-sport-2019-5404727," *Xe nhập khẩu, màu đen, máy xăng 5.7 L, số tự động, đã đi 50,000 km ... ",Mã: 5404727,2019.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  5.7 L,Đen,Đỏ,7 chỗ,5 cửa,"50,000 Km"
Nissan Tiida 1.8 MT - 2006, Xe cũ,169 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-tiida-1.8-mt-2006-5423370," *Xe nhập khẩu, màu cát, máy xăng 1.8 L, số tay, đã đi 120,000 km ... ",Mã: 5423370,2006.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.8 L,Cát,Kem,5 chỗ,5 cửa,"120,000 Km"
Porsche Panamera 4 - 2021, Xe cũ,5 Tỷ 299 Triệu,Hải Phòng,https://bonbanh.com/xe-porsche-panamera-4-2021-5196667," *Xe nhập khẩu, màu trắng, máy xăng 2.9 L, số tự động, đã đi 20,000 km ... ",Mã: 5196667,2021.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.9 L,Trắng,Nâu,4 chỗ,4 cửa,"20,000 Km"
Ford F150 Harley davidson 5.0 - 2018, Xe cũ,5 Tỷ 999 Triệu,Hà Nội,https://bonbanh.com/xe-ford-f150-harley-davidson-5.0-2018-5408692," *Xe nhập khẩu, màu đỏ, máy xăng , số tự động, đã đi 30,000 km ... ",Mã: 5408692,2018.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Xăng,Đỏ,Đen,5 chỗ,4 cửa,"30,000 Km"
Ford Ranger Sport 2.0L 4x4 AT - 2023, Xe mới,820 Triệu,TP HCM,https://bonbanh.com/xe-ford-ranger-sport-2.0l-4x4-at-2023-4980051," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 4980051,2023.0,Xe mới,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Trắng,Đen,5 chỗ,4 cửa,
Toyota Avalon Limited Hybrid - 2013, Xe cũ,1 Tỷ 150 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-avalon-limited-hybrid-2013-5188504," *Xe nhập khẩu, màu trắng, xe hybrid 2.5 L, số tự động ... ",Mã: 5188504,2013.0,Xe đã dùng,Nhập khẩu,Sedan,Hybrid  2.5 L,Trắng,Kem,5 chỗ,4 cửa,0 Km
Kia Cerato 1.6 MT - 2019, Xe cũ,390 Triệu,Thanh Hóa,https://bonbanh.com/xe-kia-cerato-1.6-mt-2019-5245988," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tay ... ",Mã: 5245988,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Trắng,Đen,5 chỗ,4 cửa,0 Km
Nissan X trail 2.5 SV 4WD - 2016, Xe cũ,535 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-x_trail-2.5-sv-4wd-2016-5431473," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.5 L, số tự động, đã đi 61,000 km ... ",Mã: 5431473,2016.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.5 L,Trắng,Đen,7 chỗ,5 cửa,"61,000 Km"
Mitsubishi Pajero Sport D 4x2 MT - 2017, Xe cũ,480 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-pajero-sport-d-4x2-mt-2017-5410835," *Xe lắp ráp trong nước, màu vàng, máy dầu 2.5 L, số tay, đã đi 11,000 km ... ",Mã: 5410835,2017.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.5 L,Vàng,Kem,7 chỗ,5 cửa,"11,000 Km"
Toyota Fortuner Legender 2.4L 4x2 AT - 2024, Xe mới,1 Tỷ 185 Triệu,TP HCM,https://bonbanh.com/xe-toyota-fortuner-legender-2.4l-4x2-at-2024-5147326," *Xe lắp ráp trong nước, màu đồng, máy dầu 2.4 L, số tự động ... ",Mã: 5147326,2024.0,Xe mới,Lắp ráp trong nước,SUV,Dầu  2.4 L,Đồng,Đen,7 chỗ,5 cửa,
Toyota Land Cruiser 3.5 V6 - 2024, Xe mới,4 Tỷ 286 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-land_cruiser-3.5-v6-2024-5285589," *Xe nhập khẩu, màu đen, máy xăng 3.4 L, số tự động ... ",Mã: 5285589,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  3.4 L,Đen,Đen,7 chỗ,5 cửa,
Kia K3 Luxury 1.6 AT - 2022, Xe cũ,575 Triệu,Hà Nội,https://bonbanh.com/xe-kia-k3-luxury-1.6-at-2022-5439702," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.6 L, số tự động, đã đi 15,000 km ... ",Mã: 5439702,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.6 L,Đỏ,Ghi,5 chỗ,4 cửa,"15,000 Km"
Ford Territory Titanium 1.5 AT - 2023, Xe mới,844 Triệu,Hà Nội,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2023-4645921," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 4645921,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đỏ,Đen,5 chỗ,5 cửa,
Lexus RX 350 Premium - 2024, Xe mới,3 Tỷ 430 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-rx-350-premium-2024-5389813," *Xe nhập khẩu, màu xám, máy xăng 2.4 L, số tự động ... ",Mã: 5389813,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  2.4 L,Xám,Đen,5 chỗ,5 cửa,
VinFast VF e34 AT - 2023, Xe mới,710 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf-e34-at-2023-4231366," *Xe lắp ráp trong nước, màu đỏ, xe điện , số tự động ... ",Mã: 4231366,2023.0,Xe mới,Lắp ráp trong nước,Crossover,Điện  0.1 L,Đỏ,Kem,5 chỗ,5 cửa,
Kia Sorento DATH - 2019, Xe cũ,710 Triệu,Hà Nội,https://bonbanh.com/xe-kia-sorento-dath-2019-5369999," *Xe lắp ráp trong nước, màu đen, máy dầu 2.2 L, số tự động ... ",Mã: 5369999,2019.0,Xe đã dùng,Lắp ráp trong nước,SUV,Dầu  2.2 L,Đen,Kem,7 chỗ,5 cửa,0 Km
Audi Q5 2.0 AT - 2013, Xe cũ,600 Triệu,TP HCM,https://bonbanh.com/xe-audi-q5-2.0-at-2013-5408541," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 60,000 km ... ",Mã: 5408541,2013.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Đen,Kem,5 chỗ,5 cửa,"60,000 Km"
Mercedes Benz E class E300 AMG - 2022, Xe cũ,2 Tỷ 339 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e300-amg-2022-5425704," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 3,500 km ... ",Mã: 5425704,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Nâu,5 chỗ,4 cửa,"3,500 Km"
Mitsubishi Outlander Sport 2.0 CVT Premium - 2014, Xe cũ,395 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-outlander_sport-2.0-cvt-premium-2014-5334703," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 70,000 km ... ",Mã: 5334703,2014.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa,"70,000 Km"
Mercedes Benz ML Class ML350 - 2005, Xe cũ,395 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-ml_class-ml350-2005-5289441," *Xe nhập khẩu, màu bạc, máy xăng 3.5 L, số tự động, đã đi 156,896 km ... ",Mã: 5289441,2005.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.5 L,Bạc,Đen,5 chỗ,5 cửa,"156,896 Km"
Lexus ES 250 - 2022, Xe cũ,2 Tỷ 390 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2022-5396878," *Xe nhập khẩu, màu trắng, máy xăng 2.5 L, số tự động, đã đi 18,000 km ... ",Mã: 5396878,2022.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.5 L,Trắng,Nâu,5 chỗ,4 cửa,"18,000 Km"
Mitsubishi Mirage 1.2 CVT Eco - 2018, Xe cũ,279 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-mirage-1.2-cvt-eco-2018-5438352," *Xe nhập khẩu, màu trắng, máy xăng 1.2 L, số tự động, đã đi 50,000 km ... ",Mã: 5438352,2018.0,Xe đã dùng,Nhập khẩu,Hatchback,Xăng  1.2 L,Trắng,Nhiều màu,5 chỗ,5 cửa,"50,000 Km"
Ford Everest Titanium Plus 2.0L 4x4 AT - 2024, Xe mới,1 Tỷ 475 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2024-4479516," *Xe nhập khẩu, màu đỏ, máy dầu 2.0 L, số tự động ... ",Mã: 4479516,2024.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Đỏ,Nhiều màu,7 chỗ,5 cửa,
Lexus RX 350 Luxury - 2023, Xe cũ,4 Tỷ 380 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-rx-350-luxury-2023-5411331," *Xe nhập khẩu, màu trắng, máy xăng 2.4 L, số tự động, đã đi 10,000 km ... ",Mã: 5411331,2023.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.4 L,Trắng,Kem,5 chỗ,5 cửa,"10,000 Km"
Ford Territory Titanium 1.5 AT - 2024, Xe mới,819 Triệu,TP HCM,https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2024-4693221," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động ... ",Mã: 4693221,2024.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Đen,5 chỗ,5 cửa,
Mitsubishi Triton 4x2 AT - 2023, Xe mới,630 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-triton-4x2-at-2023-3456110," *Xe nhập khẩu, màu đỏ, máy dầu 2.4 L, số tự động ... ",Mã: 3456110,2023.0,Xe mới,Nhập khẩu,Bán tải / Pickup,Dầu  2.4 L,Đỏ,Đen,5 chỗ,4 cửa,
Honda BR V L - 2023, Xe mới,680 Triệu,Hải Phòng,https://bonbanh.com/xe-honda-br_v-l-2023-4984300," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 4984300,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,-,7 chỗ,5 cửa,
Toyota Raize G 1.0 CVT - 2024, Xe mới,488 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-raize-g-1.0-cvt-2024-5401093," *Xe nhập khẩu, màu trắng, máy xăng 1.0 L, số tự động ... ",Mã: 5401093,2024.0,Xe mới,Nhập khẩu,SUV,Xăng  1.0 L,Trắng,-,5 chỗ,5 cửa,
Toyota Vios 1.5G - 2019, Xe cũ,435 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5g-2019-5386643," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5386643,2019.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Kem,5 chỗ,4 cửa,"60,000 Km"
Mercedes Benz C class C300 AMG - 2022, Xe cũ,1 Tỷ 829 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c300-amg-2022-5350328," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5350328,2022.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa,0 Km
Nissan X trail 2.5 SV 4WD - 2016, Xe cũ,535 Triệu,Hà Nội,https://bonbanh.com/xe-nissan-x_trail-2.5-sv-4wd-2016-5431397," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.5 L, số tự động, đã đi 60,000 km ... ",Mã: 5431397,2016.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.5 L,Trắng,Đen,7 chỗ,5 cửa,"60,000 Km"
Mitsubishi Outlander 2.0 CVT - 2023, Xe mới,745 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-4924722," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 4924722,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,-,7 chỗ,5 cửa,
VinFast Fadil 1.4 AT - 2020, Xe cũ,319 Triệu,Hải Phòng,https://bonbanh.com/xe-vinfast-fadil-1.4-at-2020-5385536," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, đã đi 20,000 km ... ",Mã: 5385536,2020.0,Xe đã dùng,Lắp ráp trong nước,Hatchback,Xăng  1.4 L,Trắng,Đen,5 chỗ,5 cửa,"20,000 Km"
Lexus ES 250 - 2023, Xe mới,2 Tỷ 620 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-es-250-2023-5240245," *Xe nhập khẩu, màu bạc, máy xăng 2.5 L, số tự động ... ",Mã: 5240245,2023.0,Xe mới,Nhập khẩu,Sedan,Xăng  2.5 L,Bạc,Nâu,5 chỗ,4 cửa,
Mercedes Benz GLC 300 4Matic - 2021, Xe cũ,1 Tỷ 880 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2021-5422152," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 28,962 km ... ",Mã: 5422152,2021.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Kem,5 chỗ,5 cửa,"28,962 Km"
Toyota Innova 2.0 Venturer - 2018, Xe cũ,595 Triệu,TP HCM,https://bonbanh.com/xe-toyota-innova-2.0-venturer-2018-5308635," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 77,000 km ... ",Mã: 5308635,2018.0,Xe đã dùng,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Đỏ,Nhiều màu,8 chỗ,5 cửa,"77,000 Km"
Ford EcoSport Titanium 1.5 AT - 2020, Xe cũ,460 Triệu,TP HCM,https://bonbanh.com/xe-ford-ecosport-titanium-1.5-at-2020-5381787," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tự động, đã đi 31,000 km ... ",Mã: 5381787,2020.0,Xe đã dùng,Lắp ráp trong nước,SUV,Xăng  1.5 L,Đen,Đen,5 chỗ,5 cửa,"31,000 Km"
Toyota Fortuner 2.8V 4x4 AT - 2018, Xe cũ,895 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.8v-4x4-at-2018-5431449," *Xe nhập khẩu, màu đen, máy dầu 2.8 L, số tự động, đã đi 70,000 km ... ",Mã: 5431449,2018.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.8 L,Đen,Nâu,7 chỗ,5 cửa,"70,000 Km"
Chevrolet Colorado LT 2.5L 4x2 AT - 2019, Xe cũ,429 Triệu,TP HCM,https://bonbanh.com/xe-chevrolet-colorado-lt-2.5l-4x2-at-2019-5442358," *Xe nhập khẩu, màu cam, máy dầu 2.5 L, số tự động, đã đi 110,000 km ... ",Mã: 5442358,2019.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.5 L,Cam,-,5 chỗ,4 cửa,"110,000 Km"
Volkswagen Polo 1.6 AT - 2015, Xe cũ,289 Triệu,TP HCM,https://bonbanh.com/xe-volkswagen-polo-1.6-at-2015-5377238," *Xe nhập khẩu, màu trắng, máy xăng 1.6 L, số tự động, đã đi 152,000 km ... ",Mã: 5377238,2015.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.6 L,Trắng,Kem,5 chỗ,4 cửa,"152,000 Km"
Porsche Macan 2.0 - 2021, Xe cũ,3 Tỷ 290 Triệu,Hà Nội,https://bonbanh.com/xe-porsche-macan-2.0-2021-5332456," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 5,000 km ... ",Mã: 5332456,2021.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  2.0 L,Trắng,Đỏ,5 chỗ,5 cửa,"5,000 Km"
Toyota Corolla altis 1.8G MT - 2013, Xe cũ,325 Triệu,Phú Yên,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-mt-2013-5397375," *Xe lắp ráp trong nước, màu đen, máy xăng 1.8 L, số tay, đã đi 1,258 km ... ",Mã: 5397375,2013.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Đen,Kem,5 chỗ,4 cửa,"1,258 Km"
Isuzu Dmax LS Prestige 1.9L 4x2 AT - 2018, Xe cũ,450 Triệu,TP HCM,https://bonbanh.com/xe-isuzu-dmax-ls-prestige-1.9l-4x2-at-2018-5434844," *Xe nhập khẩu, màu xám, máy dầu 1.9 L, số tự động, đã đi 122,000 km ... ",Mã: 5434844,2018.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  1.9 L,Xám,Đen,5 chỗ,4 cửa,"122,000 Km"
Isuzu Dmax LS 2.5 4x2 AT - 2016, Xe cũ,390 Triệu,TP HCM,https://bonbanh.com/xe-isuzu-dmax-ls-2.5-4x2-at-2016-5388317," *Xe nhập khẩu, màu trắng, máy dầu 2.5 L, số tự động, đã đi 72,000 km ... ",Mã: 5388317,2016.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Dầu  2.5 L,Trắng,Đen,5 chỗ,4 cửa,"72,000 Km"
Suzuki Ciaz 1.4 AT - 2019, Xe cũ,395 Triệu,Hà Nội,https://bonbanh.com/xe-suzuki-ciaz-1.4-at-2019-5407128," *Xe nhập khẩu, màu bạc, máy xăng 1.4 L, số tự động, đã đi 69,000 km ... ",Mã: 5407128,2019.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  1.4 L,Bạc,Đen,5 chỗ,4 cửa,"69,000 Km"
Ford Everest Sport 2.0L 4x2 AT - 2021, Xe cũ,870 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-sport-2.0l-4x2-at-2021-5425531," *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động, đã đi 77,000 km ... ",Mã: 5425531,2021.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,"77,000 Km"
Toyota Vios E 1.5 MT - 2023, Xe mới,479 Triệu,TP HCM,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2023-5005625," *Xe lắp ráp trong nước, màu vàng, máy xăng 1.5 L, số tay ... ",Mã: 5005625,2023.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Vàng,Đen,5 chỗ,4 cửa,
Ford Everest Titanium 2.0L 4x2 AT - 2024, Xe mới,1 Tỷ 180 Triệu,TP HCM,https://bonbanh.com/xe-ford-everest-titanium-2.0l-4x2-at-2024-5402876," *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 5402876,2024.0,Xe mới,Nhập khẩu,SUV,Dầu  2.0 L,Trắng,Đen,7 chỗ,5 cửa,
Ford F150 Harley Davidson - 2018, Xe cũ,6 Tỷ 490 Triệu,Hà Nội,https://bonbanh.com/xe-ford-f150-harley-davidson-2018-4531796," *Xe nhập khẩu, màu đen, máy xăng 3.5 L, số tự động, đã đi 17,000 km ... ",Mã: 4531796,2018.0,Xe đã dùng,Nhập khẩu,Bán tải / Pickup,Xăng  3.5 L,Đen,Đen,5 chỗ,4 cửa,"17,000 Km"
BMW 5 Series 528i GT - 2017, Xe cũ,1 Tỷ 150 Triệu,TP HCM,https://bonbanh.com/xe-bmw-5_series-528i-gt-2017-5204738," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 45,000 km ... ",Mã: 5204738,2017.0,Xe đã dùng,Nhập khẩu,Sedan,Xăng  2.0 L,Trắng,Nâu,5 chỗ,4 cửa,"45,000 Km"
Mitsubishi Xpander Cross 1.5 AT - 2021, Xe cũ,565 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-cross-1.5-at-2021-5437496," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, đã đi 39,500 km ... ",Mã: 5437496,2021.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa,"39,500 Km"
Volkswagen Viloran Luxury - 2023, Xe mới,2 Tỷ 188 Triệu,TP HCM,https://bonbanh.com/xe-volkswagen-viloran-luxury-2023-5404063," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 5404063,2023.0,Xe mới,Nhập khẩu,Van/Minivan,Xăng  2.0 L,Trắng,Nâu,7 chỗ,5 cửa,
Toyota Sienna Platinum 2.5 AT - 2021, Xe cũ,3 Tỷ 999 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-sienna-platinum-2.5-at-2021-5068963," *Xe nhập khẩu, màu đen, xe hybrid 2.5 L, số tự động, đã đi 9,000 km ... ",Mã: 5068963,2021.0,Xe đã dùng,Nhập khẩu,Van/Minivan,Hybrid  2.5 L,Đen,Nâu,7 chỗ,5 cửa,"9,000 Km"
Mercedes Benz E class E200 Exclusive - 2021, Xe cũ,1 Tỷ 599 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2021-5395934," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 64,000 km ... ",Mã: 5395934,2021.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Đen,5 chỗ,4 cửa,"64,000 Km"
Toyota Fortuner 2.8V 4x4 AT - 2018, Xe cũ,895 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-fortuner-2.8v-4x4-at-2018-5438554," *Xe nhập khẩu, màu đen, máy dầu 2.8 L, số tự động, đã đi 70,000 km ... ",Mã: 5438554,2018.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.8 L,Đen,Nâu,7 chỗ,5 cửa,"70,000 Km"
Mercedes Benz GLS 450 4Matic - 2022, Xe cũ,4 Tỷ 580 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gls-450-4matic-2022-5396901," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động, đã đi 35,398 km ... ",Mã: 5396901,2022.0,Xe đã dùng,Nhập khẩu,SUV,Xăng  3.0 L,Đen,Đen,7 chỗ,5 cửa,"35,398 Km"
Mazda 6 2.5 AT - 2014, Xe cũ,399 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-6-2.5-at-2014-5440223," *Xe lắp ráp trong nước, màu đen, máy xăng 2.5 L, số tự động, đã đi 70,000 km ... ",Mã: 5440223,2014.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.5 L,Đen,Đen,5 chỗ,4 cửa,"70,000 Km"
Mercedes Benz E class E200 Exclusive - 2022, Xe mới,2 Tỷ 540 Triệu,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4573304," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 4573304,2022.0,Xe mới,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Nâu,5 chỗ,4 cửa,
Ford Everest Titanium Plus 2.0L 4x4 AT - 2022, Xe cũ,1 Tỷ 350 Triệu,Lâm Đồng,https://bonbanh.com/xe-ford-everest-titanium-plus-2.0l-4x4-at-2022-5445471," *Xe nhập khẩu, màu bạc, máy dầu 2.0 L, số tự động, đã đi 11,000 km ... ",Mã: 5445471,2022.0,Xe đã dùng,Nhập khẩu,SUV,Dầu  2.0 L,Bạc,Nâu,7 chỗ,5 cửa,"11,000 Km"
Toyota Camry 2.0E - 2018, Xe cũ,680 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.0e-2018-5055962," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 5055962,2018.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa,0 Km
Mitsubishi Xpander Premium 1.5 AT - 2023, Xe mới,610 Triệu,Hà Nội,https://bonbanh.com/xe-mitsubishi-xpander-premium-1.5-at-2023-5335433," *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động ... ",Mã: 5335433,2023.0,Xe mới,Nhập khẩu,SUV,Xăng  1.5 L,Trắng,Đen,7 chỗ,5 cửa,
Toyota Corolla altis 1.8G AT - 2017, Xe cũ,495 Triệu,Bình Dương,https://bonbanh.com/xe-toyota-corolla_altis-1.8g-at-2017-5182458," *Xe lắp ráp trong nước, màu nâu, máy xăng 1.8 L, số tự động, đã đi 70,000 km ... ",Mã: 5182458,2017.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Nâu,Đen,5 chỗ,4 cửa,"70,000 Km"
Mitsubishi Outlander 2.0 CVT - 2023, Xe mới,825 Triệu,TP HCM,https://bonbanh.com/xe-mitsubishi-outlander-2.0-cvt-2023-4682821," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động ... ",Mã: 4682821,2023.0,Xe mới,Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,7 chỗ,5 cửa,
Mercedes Benz E class E200 Exclusive - 2022, Xe cũ,2 Tỷ 259 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e200-exclusive-2022-4868578," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 500 km ... ",Mã: 4868578,2022.0,Xe đã dùng,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Nâu,5 chỗ,4 cửa,500 Km
