Name,Condition,Price,Location,Link,Description,Car_code,Năm sản xuất:,Tình trạng:,Số Km đã đi:,Xuất xứ:,Kiểu dáng:,Động cơ:,Màu ngoại thất:,Màu nội thất:,Số chỗ ngồi:,Số cửa:
Mercedes Benz S class S450 4Matic - 2024, Xe mới,5 Tỷ 39 Triệu,Quảng Ninh,https://bonbanh.com/xe-mercedes_benz-s_class-s450-4matic-2024-5398096," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động ... ",Mã: 5398096,2024.0,Xe mới,,Nhập khẩu,Sedan,Xăng  3.0 L,Đen,Nâu,5 chỗ,4 cửa
Kia Carnival Premium 2.2D 8S - 2023, Xe cũ,1 Tỷ 270 Triệu,Bình Dương,https://bonbanh.com/xe-kia-carnival-premium-2.2d-8s-2023-5439276," *Xe lắp ráp trong nước, màu xanh, máy dầu 2.2 L, số tự động, đã đi 20,000 km ... ",Mã: 5439276,2023.0,Xe đã dùng,"20,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Xanh,Kem,8 chỗ,5 cửa
Kia Seltos Luxury 1.4 AT - 2023, Xe mới,639 Triệu,TP HCM,https://bonbanh.com/xe-kia-seltos-luxury-1.4-at-2023-4233987," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.4 L, số tự động ... ",Mã: 4233987,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng  1.4 L,Đỏ,Màu khác,5 chỗ,5 cửa
Ford Explorer Limited 2.3L EcoBoost - 2023, Xe mới,2 Tỷ 439 Triệu,Hà Nội,https://bonbanh.com/xe-ford-explorer-limited-2.3l-ecoboost-2023-5304124," *Xe nhập khẩu, màu trắng, máy xăng 2.3 L, số tự động ... ",Mã: 5304124,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  2.3 L,Trắng,Đen,7 chỗ,5 cửa
Isuzu QKR 210 thùng kín - 2023, Xe mới,550 Triệu,TP HCM,https://bonbanh.com/xe-isuzu-qkr-210-thung-kin-2023-4890697," *Xe lắp ráp trong nước, màu trắng, máy dầu , số tay ... ",Mã: 4890697,2023.0,Xe mới,,Lắp ráp trong nước,Truck,Dầu,Trắng,Xám,3 chỗ,2 cửa
BMW 3 Series 320i Sport Line - 2023, Xe mới,1 Tỷ 354 Triệu,TP HCM,https://bonbanh.com/xe-bmw-3_series-320i-sport-line-2023-4858927," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động ... ",Mã: 4858927,2023.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Đen,5 chỗ,4 cửa
Hyundai Genesis 3.8 V6 - 2016, Xe cũ,1 Tỷ 480 Triệu,Vĩnh Phúc,https://bonbanh.com/xe-hyundai-genesis-3.8-v6-2016-5281514," *Xe nhập khẩu, màu đen, máy xăng 3.8 L, số tự động, đã đi 65,000 km ... ",Mã: 5281514,2016.0,Xe đã dùng,"65,000 Km",Nhập khẩu,Sedan,Xăng  3.8 L,Đen,Nâu,4 chỗ,4 cửa
Kia Seltos Premium 1.4 AT - 2023, Xe mới,699 Triệu,Hà Nội,https://bonbanh.com/xe-kia-seltos-premium-1.4-at-2023-5189461," *Xe lắp ráp trong nước, màu đen, máy xăng 1.4 L, số tự động ... ",Mã: 5189461,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Xăng  1.4 L,Đen,Kem,5 chỗ,5 cửa
Peugeot 2008 GT Line 1.2 AT - 2022, Xe cũ,705 Triệu,TP HCM,https://bonbanh.com/xe-peugeot-2008-gt-line-1.2-at-2022-5438456," *Xe lắp ráp trong nước, màu cam, máy xăng 1.2 L, số tự động, đã đi 12,900 km ... ",Mã: 5438456,2022.0,Xe đã dùng,"12,900 Km",Lắp ráp trong nước,Crossover,Xăng  1.2 L,Cam,Đen,5 chỗ,5 cửa
Kia Morning AT - 2020, Xe cũ,296 Triệu,Hà Nội,https://bonbanh.com/xe-kia-morning-at-2020-5436713," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.25 L, số tự động, đã đi 41,000 km ... ",Mã: 5436713,2020.0,Xe đã dùng,"41,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Đỏ,Kem,5 chỗ,5 cửa
Toyota Vios 1.5E MT - 2020, Xe cũ,385 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2020-5438406," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tay, đã đi 73,000 km ... ",Mã: 5438406,2020.0,Xe đã dùng,"73,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa
Kia Forte Si 1.6 AT - 2009, Xe cũ,259 Triệu,Hà Nội,https://bonbanh.com/xe-kia-forte-si-1.6-at-2009-5436315," *Xe nhập khẩu, màu đen, máy xăng 1.6 L, số tự động, đã đi 110,000 km ... ",Mã: 5436315,2009.0,Xe đã dùng,"110,000 Km",Nhập khẩu,Sedan,Xăng  1.6 L,Đen,Đen,5 chỗ,4 cửa
Mercedes Benz S class S450L - 2018, Xe cũ,2 Tỷ 90 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-2018-5373951," *Xe lắp ráp trong nước, màu trắng, máy xăng 3.0 L, số tự động ... ",Mã: 5373951,2018.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  3.0 L,Trắng,Đen,5 chỗ,4 cửa
Mercedes Benz GLC 300 4Matic - 2017, Xe cũ,1 Tỷ 50 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-glc-300-4matic-2017-5434951," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 75,000 km ... ",Mã: 5434951,2017.0,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa
Lexus LX 600 Vip - 2023, Xe mới,11 Tỷ 600 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-lx-600-vip-2023-5041249," *Xe nhập khẩu, màu trắng, máy xăng 3.4 L, số tự động ... ",Mã: 5041249,2023.0,Xe mới,,Nhập khẩu,SUV,Xăng  3.4 L,Trắng,Nâu,4 chỗ,5 cửa
Mini Cooper S Convertible - 2019, Xe cũ,1 Tỷ 699 Triệu,TP HCM,https://bonbanh.com/xe-mini-cooper-s-convertible-2019-5410985," *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, đã đi 1 km ... ",Mã: 5410985,2019.0,Xe đã dùng,1 Km,Nhập khẩu,Convertible/Cabriolet,Xăng  2.0 L,Trắng,Nâu,5 chỗ,2 cửa
Toyota Vios 1.5E MT - 2019, Xe cũ,348 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5382761," *Xe lắp ráp trong nước, màu vàng, máy xăng 1.5 L, số tay, đã đi 79,000 km ... ",Mã: 5382761,2019.0,Xe đã dùng,"79,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Vàng,Kem,5 chỗ,4 cửa
Porsche Panamera 3.6 V6 - 2015, Xe cũ,2 Tỷ 250 Triệu,Hà Nội,https://bonbanh.com/xe-porsche-panamera-3.6-v6-2015-4924016," *Xe nhập khẩu, màu nâu, máy xăng 3.6 L, số tự động, đã đi 30,000 km ... ",Mã: 4924016,2015.0,Xe đã dùng,"30,000 Km",Nhập khẩu,Sedan,Xăng  3.6 L,Nâu,Kem,4 chỗ,4 cửa
Suzuki Ertiga Sport 1.5 AT - 2020, Xe cũ,450 Triệu,Bình Dương,https://bonbanh.com/xe-suzuki-ertiga-sport-1.5-at-2020-5387407," *Xe nhập khẩu, màu đồng, máy xăng 1.5 L, số tự động, đã đi 38,000 km ... ",Mã: 5387407,2020.0,Xe đã dùng,"38,000 Km",Nhập khẩu,SUV,Xăng  1.5 L,Đồng,Nhiều màu,7 chỗ,5 cửa
Mazda CX5 Premium 2.0 AT - 2021, Xe cũ,745 Triệu,TP HCM,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2021-5437144," *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, đã đi 46,000 km ... ",Mã: 5437144,2021.0,Xe đã dùng,"46,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đỏ,Đen,5 chỗ,5 cửa
Hyundai SantaFe 2.2L 4WD - 2016, Xe cũ,699 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2016-5441276," *Xe lắp ráp trong nước, màu đen, máy dầu 2.2 L, số tự động, đã đi 90,000 km ... ",Mã: 5441276,2016.0,Xe đã dùng,"90,000 Km",Lắp ráp trong nước,SUV,Dầu  2.2 L,Đen,Đen,7 chỗ,5 cửa
Hyundai Elantra 1.6 AT - 2021, Xe cũ,526 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-elantra-1.6-at-2021-5441630," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 40,000 km ... ",Mã: 5441630,2021.0,Xe đã dùng,"40,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.6 L,Trắng,Kem,5 chỗ,4 cửa
Kia K3 Premium 1.6 AT - 2022, Xe cũ,615 Triệu,Hà Nội,https://bonbanh.com/xe-kia-k3-premium-1.6-at-2022-5408938," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 30,000 km ... ",Mã: 5408938,2022.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.6 L,Trắng,Nhiều màu,5 chỗ,4 cửa
Ford Ranger Raptor 2.0L 4x4 AT - 2023, Xe cũ,1 Tỷ 195 Triệu,Nghệ An,https://bonbanh.com/xe-ford-ranger-raptor-2.0l-4x4-at-2023-5389411," *Xe nhập khẩu, màu xanh, máy dầu 2.0 L, số tự động, đã đi 8,000 km ... ",Mã: 5389411,2023.0,Xe đã dùng,"8,000 Km",Nhập khẩu,Bán tải / Pickup,Dầu  2.0 L,Xanh,Đen,5 chỗ,4 cửa
MG ZS Standard 1.5 AT 2WD - 2023, Xe mới,450 Triệu,Hà Nội,https://bonbanh.com/xe-mg-zs-standard-1.5-at-2wd-2023-5363519," *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động ... ",Mã: 5363519,2023.0,Xe mới,,Nhập khẩu,Crossover,Xăng  1.5 L,Đỏ,Đen,5 chỗ,5 cửa
Hyundai SantaFe Premium 2.2L HTRAC - 2020, Xe cũ,940 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-premium-2.2l-htrac-2020-5413469," *Xe lắp ráp trong nước, màu đỏ, máy dầu 2.2 L, số tự động, đã đi 80,000 km ... ",Mã: 5413469,2020.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,SUV,Dầu  2.2 L,Đỏ,Nâu,7 chỗ,5 cửa
Lexus GX 460 - 2012, Xe cũ,1 Tỷ 420 Triệu,TP HCM,https://bonbanh.com/xe-lexus-gx-460-2012-5439839," *Xe nhập khẩu, màu trắng, máy xăng 4.6 L, số tự động ... ",Mã: 5439839,2012.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  4.6 L,Trắng,Kem,7 chỗ,5 cửa
Mercedes Benz GLC 200 4Matic - 2021, Xe cũ,1 Tỷ 659 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-glc-200-4matic-2021-5427406," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 20,800 km ... ",Mã: 5427406,2021.0,Xe đã dùng,"20,800 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Đen,Kem,5 chỗ,5 cửa
Lexus IS 250 AWD - 2011, Xe cũ,595 Triệu,Hà Nội,https://bonbanh.com/xe-lexus-is-250-awd-2011-5422145," *Xe nhập khẩu, màu trắng, máy xăng 2.5 L, số tự động, đã đi 95,000 km ... ",Mã: 5422145,2011.0,Xe đã dùng,"95,000 Km",Nhập khẩu,Sedan,Xăng  2.5 L,Trắng,Đen,5 chỗ,4 cửa
Toyota Vios 1.5E MT - 2019, Xe cũ,369 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-mt-2019-5434418," *Xe lắp ráp trong nước, màu bạc, máy xăng 1.5 L, số tay, đã đi 50,000 km ... ",Mã: 5434418,2019.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Bạc,Kem,5 chỗ,4 cửa
Mercedes Benz C class C200 - 2016, Xe cũ,699 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2016-5249646," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 45,000 km ... ",Mã: 5249646,2016.0,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Trắng,Kem,5 chỗ,4 cửa
Mercedes Benz E class E200 - 2015, Xe cũ,630 Triệu,TP HCM,https://bonbanh.com/xe-mercedes_benz-e_class-e200-2015-5453902," *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, đã đi 80,000 km ... ",Mã: 5453902,2015.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Đen,Đen,5 chỗ,4 cửa
Mercedes Benz C class C200 - 2011, Xe cũ,319 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-c_class-c200-2011-5373664," *Xe lắp ráp trong nước, màu đen, máy xăng 1.8 L, số tự động ... ",Mã: 5373664,2011.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  1.8 L,Đen,Đen,5 chỗ,4 cửa
Mazda CX5 2.0 AT - 2018, Xe cũ,635 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx5-2.0-at-2018-5436701," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, đã đi 80,000 km ... ",Mã: 5436701,2018.0,Xe đã dùng,"80,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Trắng,Đen,5 chỗ,5 cửa
Toyota Camry 2.5Q - 2016, Xe cũ,595 Triệu,TP HCM,https://bonbanh.com/xe-toyota-camry-2.5q-2016-5352803," *Xe lắp ráp trong nước, màu cát, máy xăng 2.5 L, số tự động, đã đi 103,000 km ... ",Mã: 5352803,2016.0,Xe đã dùng,"103,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.5 L,Cát,Đen,5 chỗ,4 cửa
Toyota Innova G - 2006, Xe cũ,178 Triệu,Hải Phòng,https://bonbanh.com/xe-toyota-innova-g-2006-5413767," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tay ... ",Mã: 5413767,2006.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Crossover,Xăng  2.0 L,Bạc,Ghi,8 chỗ,5 cửa
Ford Everest Trend 2.0L 4x2 AT - 2019, Xe cũ,789 Triệu,Hà Nội,https://bonbanh.com/xe-ford-everest-trend-2.0l-4x2-at-2019-5436431," *Xe nhập khẩu, màu đen, máy dầu 2.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5436431,2019.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Dầu  2.0 L,Đen,Nâu,7 chỗ,5 cửa
Hyundai Mighty EX8 - 2022, Xe cũ,435 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-mighty-ex8-2022-5317063," *Xe lắp ráp trong nước, màu trắng, máy dầu , số tay ... ",Mã: 5317063,2022.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Truck,Dầu,Trắng,Đen,3 chỗ,2 cửa
Kia Morning AT - 2020, Xe cũ,315 Triệu,Hà Nội,https://bonbanh.com/xe-kia-morning-at-2020-5418328," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.25 L, số tự động, đã đi 22,000 km ... ",Mã: 5418328,2020.0,Xe đã dùng,"22,000 Km",Lắp ráp trong nước,Hatchback,Xăng  1.25 L,Trắng,Kem,5 chỗ,5 cửa
Mercedes Benz E class E280 - 2005, Xe cũ,238 Triệu,Bắc Ninh,https://bonbanh.com/xe-mercedes_benz-e_class-e280-2005-5362322," *Xe lắp ráp trong nước, màu bạc, máy xăng 3.0 L, số tự động, đã đi 226,566 km ... ",Mã: 5362322,2005.0,Xe đã dùng,"226,566 Km",Lắp ráp trong nước,Sedan,Xăng  3.0 L,Bạc,Ghi,5 chỗ,4 cửa
Mercedes Benz S class S400L - 2016, Xe cũ,1 Tỷ 370 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s400l-2016-5419070," *Xe lắp ráp trong nước, màu đen, máy xăng 3.0 L, số tự động, đã đi 45,000 km ... ",Mã: 5419070,2016.0,Xe đã dùng,"45,000 Km",Lắp ráp trong nước,Sedan,Xăng  3.0 L,Đen,Đen,5 chỗ,4 cửa
Bentley Flying Spur 6.0 V8 - 2005, Xe cũ,950 Triệu,Hà Nội,https://bonbanh.com/xe-bentley-flying_spur-6.0-v8-2005-5434006," *Xe nhập khẩu, màu đen, máy xăng 6.0 L, số tự động, đã đi 123,980 km ... ",Mã: 5434006,2005.0,Xe đã dùng,"123,980 Km",Nhập khẩu,Sedan,Xăng  6.0 L,Đen,Ghi,5 chỗ,4 cửa
Mercedes Benz GL GL 350 BlueTec 4Matic - 2010, Xe cũ,730 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-gl-gl-350-bluetec-4matic-2010-5443498," *Xe nhập khẩu, màu xanh, máy dầu 3.0 L, số tự động ... ",Mã: 5443498,2010.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Dầu  3.0 L,Xanh,Vàng,7 chỗ,5 cửa
Toyota Vios 1.5E - 2018, Xe cũ,358 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-1.5e-2018-5442204," *Xe lắp ráp trong nước, màu vàng, máy xăng 1.5 L, số tay, đã đi 50,000 km ... ",Mã: 5442204,2018.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Vàng,Xám,5 chỗ,4 cửa
Toyota Vios G 1.5 CVT - 2022, Xe cũ,500 Triệu,Thái Nguyên,https://bonbanh.com/xe-toyota-vios-g-1.5-cvt-2022-5375208," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, đã đi 26,888 km ... ",Mã: 5375208,2022.0,Xe đã dùng,"26,888 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Trắng,Kem,5 chỗ,4 cửa
Toyota Vios E 1.5 MT - 2021, Xe cũ,405 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-vios-e-1.5-mt-2021-5338587," *Xe lắp ráp trong nước, màu đen, máy xăng 1.5 L, số tay, đã đi 30,000 km ... ",Mã: 5338587,2021.0,Xe đã dùng,"30,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đen,Đen,5 chỗ,4 cửa
Toyota Camry 2.5Q - 2017, Xe cũ,650 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2017-5426964," *Xe lắp ráp trong nước, màu đen, máy xăng 2.5 L, số tự động, đã đi 75,000 km ... ",Mã: 5426964,2017.0,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.5 L,Đen,Đen,5 chỗ,4 cửa
Mini Cooper S 5Dr - 2016, Xe cũ,980 Triệu,Hà Nội,https://bonbanh.com/xe-mini-cooper-s-5dr-2016-5231887," *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động, đã đi 48,000 km ... ",Mã: 5231887,2016.0,Xe đã dùng,"48,000 Km",Nhập khẩu,Hatchback,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa
Hyundai Tucson 1.6 AT Turbo HTRAC Đặc biệt - 2023, Xe cũ,990 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-tucson-1.6-at-turbo-htrac-dac-biet-2023-5433154," *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, đã đi 5,900 km ... ",Mã: 5433154,2023.0,Xe đã dùng,"5,900 Km",Lắp ráp trong nước,Crossover,Xăng  1.6 L,Trắng,Đen,5 chỗ,5 cửa
Kia Cerato 1.6 AT Luxury - 2019, Xe cũ,459 Triệu,Hải Dương,https://bonbanh.com/xe-kia-cerato-1.6-at-luxury-2019-5293089," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.6 L, số tự động, đã đi 60,000 km ... ",Mã: 5293089,2019.0,Xe đã dùng,"60,000 Km",Lắp ráp trong nước,Sedan,Xăng  1.6 L,Đỏ,Ghi,5 chỗ,4 cửa
Toyota Camry 2.5Q - 2021, Xe cũ,999 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.5q-2021-5421871," *Xe nhập khẩu, màu đen, máy xăng 2.5 L, số tự động, đã đi 39,000 km ... ",Mã: 5421871,2021.0,Xe đã dùng,"39,000 Km",Nhập khẩu,Sedan,Xăng  2.5 L,Đen,Kem,5 chỗ,4 cửa
LandRover Range Rover Supercharged 5.0 - 2010, Xe cũ,880 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-supercharged-5.0-2010-5402335," *Xe nhập khẩu, màu đen, máy xăng 5.0 L, số tự động ... ",Mã: 5402335,2010.0,Xe đã dùng,0 Km,Nhập khẩu,SUV,Xăng  5.0 L,Đen,Đen,5 chỗ,5 cửa
Hyundai SantaFe Cao cấp 2.4L HTRAC - 2021, Xe cũ,998 Triệu,Thái Nguyên,https://bonbanh.com/xe-hyundai-santafe-cao-cap-2.4l-htrac-2021-5436451," *Xe lắp ráp trong nước, màu trắng, máy xăng 2.4 L, số tự động, đã đi 28,000 km ... ",Mã: 5436451,2021.0,Xe đã dùng,"28,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Trắng,Nâu,7 chỗ,5 cửa
BMW 5 Series 530i M Sport - 2021, Xe cũ,2 Tỷ 399 Triệu,TP HCM,https://bonbanh.com/xe-bmw-5_series-530i-m-sport-2021-5416658," *Xe nhập khẩu, màu xám, máy xăng 2.0 L, số tự động, đã đi 8,000 km ... ",Mã: 5416658,2021.0,Xe đã dùng,"8,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Xám,Đen,5 chỗ,4 cửa
Toyota Corolla altis 2.0V - 2009, Xe cũ,339 Triệu,Bình Dương,https://bonbanh.com/xe-toyota-corolla_altis-2.0v-2009-5340109," *Xe lắp ráp trong nước, màu bạc, máy xăng 2.0 L, số tự động, đã đi 105,000 km ... ",Mã: 5340109,2009.0,Xe đã dùng,"105,000 Km",Lắp ráp trong nước,Sedan,Xăng  2.0 L,Bạc,Kem,5 chỗ,4 cửa
Mazda 3 1.5 AT - 2016, Xe cũ,395 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-3-1.5-at-2016-5441005," *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, đã đi 93,098 km ... ",Mã: 5441005,2016.0,Xe đã dùng,"93,098 Km",Lắp ráp trong nước,Sedan,Xăng  1.5 L,Đỏ,Đen,5 chỗ,4 cửa
BMW 7 Series 730Li - 2014, Xe cũ,950 Triệu,Hà Nội,https://bonbanh.com/xe-bmw-7_series-730li-2014-5204737," *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động, đã đi 98,000 km ... ",Mã: 5204737,2014.0,Xe đã dùng,"98,000 Km",Nhập khẩu,Sedan,Xăng  3.0 L,Đen,Đen,5 chỗ,4 cửa
Kia Sedona 2.2 DAT Luxury - 2020, Xe cũ,890 Triệu,TP HCM,https://bonbanh.com/xe-kia-sedona-2.2-dat-luxury-2020-5418274," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.2 L, số tự động, đã đi 75,000 km ... ",Mã: 5418274,2020.0,Xe đã dùng,"75,000 Km",Lắp ráp trong nước,Van/Minivan,Dầu  2.2 L,Trắng,Cát,7 chỗ,5 cửa
VinFast VF5 Plus - 2024, Xe mới,468 Triệu,Hà Nội,https://bonbanh.com/xe-vinfast-vf5-plus-2024-5413668," *Xe lắp ráp trong nước, màu xanh, xe điện , số tự động ... ",Mã: 5413668,2024.0,Xe mới,,Lắp ráp trong nước,SUV,Điện,Xanh,Nhiều màu,5 chỗ,5 cửa
Mazda CX5 Premium 2.0 AT - 2023, Xe cũ,865 Triệu,Hà Nội,https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2023-5427169," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.0 L, số tự động, đã đi 5,000 km ... ",Mã: 5427169,2023.0,Xe đã dùng,"5,000 Km",Lắp ráp trong nước,SUV,Xăng  2.0 L,Xanh,Đen,5 chỗ,5 cửa
Toyota Camry 2.0G - 2021, Xe cũ,895 Triệu,Hà Nội,https://bonbanh.com/xe-toyota-camry-2.0g-2021-5437241," *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, đã đi 24,000 km ... ",Mã: 5437241,2021.0,Xe đã dùng,"24,000 Km",Nhập khẩu,Sedan,Xăng  2.0 L,Đen,Kem,5 chỗ,4 cửa
Ford Ranger XLS 2.0L 4x2 AT - 2023, Xe mới,707 Triệu,Bình Dương,https://bonbanh.com/xe-ford-ranger-xls-2.0l-4x2-at-2023-4549523," *Xe lắp ráp trong nước, màu trắng, máy dầu 2.0 L, số tự động ... ",Mã: 4549523,2023.0,Xe mới,,Lắp ráp trong nước,Bán tải / Pickup,Dầu  2.0 L,Trắng,Đen,5 chỗ,4 cửa
Mercedes Benz S class S450L Luxury - 2019, Xe cũ,2 Tỷ 690 Triệu,Hà Nội,https://bonbanh.com/xe-mercedes_benz-s_class-s450l-luxury-2019-5408647," *Xe lắp ráp trong nước, màu đen, máy xăng 3.0 L, số tự động ... ",Mã: 5408647,2019.0,Xe đã dùng,0 Km,Lắp ráp trong nước,Sedan,Xăng  3.0 L,Đen,Kem,5 chỗ,4 cửa
LandRover Range Rover Autobiography 5.0 - 2014, Xe cũ,2 Tỷ 800 Triệu,Hà Nội,https://bonbanh.com/xe-landrover-range_rover-autobiography-5.0-2014-5280117," *Xe nhập khẩu, màu trắng, máy xăng 5.0 L, số tự động, đã đi 50,000 km ... ",Mã: 5280117,2014.0,Xe đã dùng,"50,000 Km",Nhập khẩu,SUV,Xăng  5.0 L,Trắng,Nâu,4 chỗ,5 cửa
Mercedes Benz C class C200 Avantgarde - 2022, Xe mới,1 Tỷ 709 Triệu,Hải Phòng,https://bonbanh.com/xe-mercedes_benz-c_class-c200-avantgarde-2022-4528700," *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động ... ",Mã: 4528700,2022.0,Xe mới,,Lắp ráp trong nước,Sedan,Xăng  1.5 L,Xanh,Nâu,5 chỗ,4 cửa
Hyundai SantaFe Premium 2.4L HTRAC - 2020, Xe cũ,880 Triệu,Hà Nội,https://bonbanh.com/xe-hyundai-santafe-premium-2.4l-htrac-2020-5433806," *Xe lắp ráp trong nước, màu xanh, máy xăng 2.4 L, số tự động, đã đi 50,000 km ... ",Mã: 5433806,2020.0,Xe đã dùng,"50,000 Km",Lắp ráp trong nước,SUV,Xăng  2.4 L,Xanh,Nâu,7 chỗ,5 cửa
VinFast VF e34 AT - 2023, Xe mới,689 Triệu,TP HCM,https://bonbanh.com/xe-vinfast-vf-e34-at-2023-4922391," *Xe lắp ráp trong nước, màu đen, xe điện , số tự động ... ",Mã: 4922391,2023.0,Xe mới,,Lắp ráp trong nước,Crossover,Điện  0.1 L,Đen,Đen,5 chỗ,5 cửa
